0.0000000000,1297.2910212137,1298.1684384908,1299.0470434461,1299.9268384926,1300.8078260501,1301.6900085448,1302.5733884094,1303.4579680834,1304.3437500127,1305.2307366502,1306.1189304551,1307.0083338936,1307.8989494383,1308.7907795690,1309.6838267717,1310.5780935397,1311.4735823729,1312.3702957779,1313.2682362684,1314.1674063650,1315.0678085948,1315.9694454924,1316.8723195990,1317.7764334628,1318.6817896391,1319.5883906902,1320.4962391854,1321.4053377012,1322.3156888211,1323.2272951357,1324.1401592428,1325.0542837473,1325.9696712615,1326.8863244046,1327.8042458035,1328.7234380918,1329.6439039110,1330.5656459094,1331.4886667429,1332.4129690749,1333.3385555760,1334.2654289242,1335.1935918051,1336.1230469117,1337.0537969445,1337.9858446115,1338.9191926284,1339.8538437183,1340.7898006120,1341.7270660479,1342.6656427722,1343.6055335386,1344.5467411086,1345.4892682515,1346.4331177441,1347.3782923715,1348.3247949261,1349.2726282085,1350.2217950270,1351.1722981980,1352.1241405455,1353.0773249019,1354.0318541071,1354.9877310095,1355.9449584653,1356.9035393387,1357.8634765022,1358.8247728363,1359.7874312298,1360.7514545795,1361.7168457906,1362.6836077764,1363.6517434586,1364.6212557671,1365.5921476403,1366.5644220248,1367.5380818757,1368.5131301565,1369.4895698390,1370.4674039039,1371.4466353400,1372.4272671448,1373.4093023244,1374.3927438935,1375.3775948755,1376.3638583023,1377.3515372147,1378.3406346621,1379.3311537027,1380.3230974036,1381.3164688406,1382.3112710983,1383.3075072704,1384.3051804593,1385.3042937766,1386.3048503428,1387.3068532872,1388.3103057484,1389.3152108742,1390.3215718211,1391.3293917551,1392.3386738514,1393.3494212941,1394.3616372769,1395.3753250025,1396.3904876833,1397.4071285406,1398.4252508054,1399.4448577180,1400.4659525282,1401.4885384953,1402.5126188881,1403.5381969850,1404.5652760739,1405.5938594524,1406.6239504278,1407.6555523170,1408.6886684467,1409.7233021535,1410.7594567835,1411.7971356930,1412.8363422479,1413.8770798242,1414.9193518078,1415.9631615944,1417.0085125901,1418.0554082107,1419.1038518825
490.9270933027,0.0000638351,0.0001365119,0.0001385364,0.0001364036,0.0000839398,0.0000723785,0.0001640736,0.0001055398,0.0001607565,0.0000934056,0.0000817349,0.0001019038,0.0001014615,0.0001281865,0.0001321275,0.0001493345,0.0001367509,0.0001190209,0.0000617485,0.0001007024,0.0000553077,0.0001104425,0.0001040816,0.0001019469,0.0000984868,0.0000997703,0.0000777669,0.0000942873,0.0000943742,0.0000982470,0.0000890568,0.0001314039,0.0000653526,0.0000263201,-0.0000112415,-0.0000289257,0.0000153672,0.0000232489,0.0000327785,-0.0000042912,-0.0000672021,-0.0000387211,-0.0000028182,0.0000136555,0.0000367101,0.0000188695,0.0000015659,0.0000003504,0.0000276432,-0.0000131799,-0.0000428120,0.0000031374,0.0000151277,-0.0000013118,0.0000233630,-0.0000299795,0.0000185407,-0.0000176482,-0.0000200982,-0.0000260567,-0.0000459658,-0.0000062159,-0.0000562315,-0.0000542876,-0.0000791933,0.0000000180,-0.0000454102,-0.0000238553,-0.0000365588,-0.0001206233,-0.0000609157,-0.0000544589,-0.0000507683,-0.0000852917,-0.0000886632,-0.0001078121,-0.0000091038,-0.0000773136,-0.0000948302,-0.0000785953,-0.0000472712,-0.0001017624,-0.0000968995,-0.0000783709,-0.0000576843,-0.0000481592,-0.0000807311,-0.0000664932,-0.0000434702,-0.0000410371,-0.0000606642,-0.0000672704,-0.0001014600,-0.0000564578,-0.0000557881,-0.0000573724,-0.0000552591,-0.0000639599,-0.0000713158,-0.0000683404,-0.0000590612,-0.0000152322,-0.0000100424,-0.0000585021,-0.0000783500,-0.0000610936,-0.0000436838,-0.0000930432,-0.0000210175,-0.0000561246,-0.0000706693,-0.0000540565,-0.0000666521,-0.0000742152,-0.0000955819,-0.0000790833,-0.0000793037,-0.0001044094,-0.0000807262,-0.0000925376,-0.0001051845,-0.0000665011,-0.0000592130,-0.0000224783,-0.0000487666,-0.0001095976,-0.0000337818,-0.0000259355
489.7317997239,-0.0000035423,-0.0000441611,-0.0000001734,-0.0000538567,-0.0000294148,0.0000022344,-0.0000078436,-0.0000278883,-0.0000035837,0.0000609166,0.0000034675,-0.0000557594,0.0000006829,-0.0000151248,-0.0000126258,0.0000121134,0.0000296589,-0.0000082660,-0.0000067992,0.0000338457,0.0000046378,-0.0000128272,0.0000158142,-0.0000032554,-0.0000050881,0.0000459939,0.0000122793,0.0000064423,-0.0000130738,0.0000225292,0.0000158490,0.0000176563,0.0000249985,0.0000447426,0.0000619766,0.0000313740,0.0000432052,0.0000419965,0.0000901721,0.0000695198,0.0001248977,0.0001149925,0.0000569483,0.0000654938,0.0000935850,0.0000996257,0.0000857154,0.0000429331,0.0000448343,0.0000773280,0.0000594163,0.0000080227,0.0000285599,0.0000484544,0.0000782799,0.0000716374,0.0000995955,0.0000810118,0.0000931183,0.0000520335,0.0000413806,0.0000675406,0.0001014551,0.0001198440,0.0001187465,0.0001082796,0.0001506024,0.0001494097,0.0001690235,0.0001411448,0.0001210447,0.0001238188,0.0001094133,0.0001169152,0.0000943897,0.0001240347,0.0001178815,0.0000546898,0.0000657665,0.0000974300,0.0000965678,0.0001086648,0.0001195454,0.0001125997,0.0001393538,0.0000996739,0.0001037210,0.0000953450,0.0001115618,0.0000834050,0.0000914037,0.0001169742,0.0001292474,0.0001084493,0.0001589272,0.0001557390,0.0001667415,0.0001884250,0.0001628778,0.0001667967,0.0001336966,0.0001482566,0.0001196824,0.0001112591,0.0001342778,0.0001665562,0.0001146789,0.0001090584,0.0001030579,0.0000853250,0.0001000005,0.0000497907,0.0001172288,0.0000778009,0.0001237224,0.0001249051,0.0000744233,0.0000854705,0.0000732247,0.0000864305,0.0001495577,0.0001246966,0.0001344292,0.0001224337,0.0001520425,0.0001739955,0.0001536689,0.0001322071
488.5391079451,0.0001264989,0.0001109845,0.0001366187,0.0001431740,0.0001080058,0.0001174496,0.0001459135,0.0001275800,0.0001101145,0.0002177471,0.0001203147,0.0001158734,0.0001376627,0.0001116546,0.0001267047,0.0000958279,0.0000787227,0.0000936952,0.0000692211,0.0000952997,0.0001306251,0.0001522917,0.0001252492,0.0000911095,0.0001035287,0.0000813534,0.0000565972,0.0000805890,0.0001246971,0.0000857167,0.0000120941,0.0000546316,-0.0000207846,0.0000006826,-0.0000090584,-0.0000093753,-0.0000224553,-0.0000214584,-0.0000262760,-0.0000789343,-0.0000819886,-0.0000140540,-0.0000401070,-0.0000613532,0.0000043227,0.0000020242,-0.0000130937,-0.0000336914,-0.0000206630,-0.0000316003,0.0000193787,0.0000198509,0.0000134978,0.0000085928,0.0000279048,0.0000047891,-0.0000225932,-0.0000766161,-0.0000729180,-0.0000917561,-0.0000591724,-0.0000621258,-0.0001012798,-0.0001356206,-0.0001433047,-0.0001205324,-0.0001676004,-0.0001735682,-0.0001620024,-0.0001071688,-0.0001362315,-0.0001715762,-0.0001470066,-0.0002002041,-0.0002074746,-0.0002464846,-0.0001362326,-0.0001676612,-0.0001553303,-0.0001414305,-0.0001066082,-0.0001566374,-0.0001237417,-0.0001054169,-0.0001712661,-0.0001676832,-0.0002079214,-0.0001679064,-0.0001433938,-0.0001455293,-0.0001120139,-0.0001166134,-0.0001638064,-0.0001520506,-0.0001764795,-0.0001755334,-0.0001409589,-0.0001516044,-0.0001627460,-0.0001354292,-0.0000646038,-0.0000633750,-0.0001035452,-0.0001227294,-0.0001119270,-0.0001506101,-0.0001297056,-0.0001466432,-0.0001482153,-0.0001518732,-0.0001476111,-0.0001368184,-0.0001132765,-0.0001632603,-0.0001530740,-0.0001770399,-0.0001364663,-0.0001963021,-0.0002115338,-0.0002028793,-0.0001848692,-0.0001276513,-0.0001204051,-0.0001033117,-0.0000837080,-0.0000988963,-0.0000670332,-0.0000848165
487.3487511150,0.0000812481,0.0000225334,0.0000832717,0.0000563483,0.0000756970,0.0000816578,0.0000953757,0.0000597359,0.0000531157,0.0000320380,0.0000855103,0.0000867858,0.0000887548,0.0001075836,0.0001051256,0.0000946708,0.0000603745,0.0000768614,0.0000854111,0.0000940335,0.0000782334,0.0000870456,0.0001103066,0.0000721041,0.0000508446,0.0000792546,0.0000728581,0.0000572097,0.0000588911,0.0000843864,0.0000749448,0.0000774459,0.0000528895,0.0000595929,0.0000568890,0.0000638789,0.0000131107,0.0000394797,-0.0000099196,0.0000231892,0.0000396014,0.0000478662,0.0000535060,0.0000174684,0.0000062662,0.0000577529,0.0000800661,0.0000433087,0.0000701807,0.0000209126,0.0000505323,0.0000359974,0.0000650523,0.0000576248,0.0000302732,0.0000409924,0.0000060056,-0.0000018673,0.0000359310,0.0000187177,0.0000567200,0.0000407327,0.0000352674,0.0000569838,0.0000755934,0.0000217749,0.0000436514,0.0000496007,0.0000223206,-0.0000028014,-0.0000010039,0.0000165460,0.0000027277,0.0000211518,0.0000346551,-0.0000065754,0.0000668790,0.0000068474,0.0000317464,0.0000048889,0.0000177867,0.0000208067,0.0000125315,0.0000267577,0.0000065080,-0.0000147192,0.0000055289,0.0000310749,-0.0000088452,0.0000418301,0.0000448547,0.0000448024,0.0000015830,0.0000501070,0.0000418328,0.0000196951,0.0000579114,0.0000855214,0.0000718956,0.0000589293,0.0000236468,0.0000136327,0.0000285865,0.0000169982,0.0000357978,0.0000514784,0.0000444826,0.0000122912,0.0000237449,0.0000266518,0.0000577468,0.0000525401,-0.0000112795,0.0000437602,0.0000057343,0.0000240627,-0.0000170034,-0.0000108488,0.0000024565,0.0000170113,0.0000299546,0.0000418838,0.0000307997,0.0000674263,0.0000871229,0.0000959785,0.0000416728,0.0001220616
486.1606625207,0.0000106239,-0.0000227660,-0.0000483700,-0.0000011245,-0.0000314158,-0.0000158260,0.0000060325,-0.0000283609,-0.0000525083,-0.0000179618,-0.0000542591,-0.0000533712,-0.0000070319,-0.0000240235,-0.0000493279,-0.0000549023,-0.0000212919,0.0000100847,-0.0000424217,-0.0000760366,-0.0000092562,0.0000061499,0.0000038841,-0.0000071366,-0.0000243409,-0.0000123933,-0.0000037476,0.0000095764,-0.0000026442,-0.0000489387,-0.0000244471,-0.0000307402,0.0000090294,0.0000497445,0.0000607215,0.0000701870,0.0000616642,0.0000282406,0.0000207585,0.0000908360,0.0000431380,0.0000367727,-0.0000026647,0.0000775227,0.0000952581,0.0000308658,0.0000259967,0.0000016036,0.0000110861,0.0000224337,0.0000008979,-0.0000379513,0.0000103747,0.0000229458,-0.0000071826,0.0000029237,0.0000295677,0.0000516528,0.0000496734,0.0000299262,0.0000516262,0.0000905280,0.0000914557,0.0000909205,0.0001159114,0.0001534767,0.0001037888,0.0001157705,0.0001445005,0.0001179511,0.0001434221,0.0001357497,0.0001489845,0.0001139879,0.0001080268,0.0000956119,0.0001232748,0.0001214442,0.0000669008,0.0000360774,0.0000756904,0.0000841762,0.0001080237,0.0001306608,0.0001039701,0.0000778244,0.0000713552,0.0000652846,0.0000877448,0.0000812618,0.0000252741,0.0000645682,0.0001285430,0.0001399586,0.0000953071,0.0001207310,0.0001653188,0.0001470428,0.0001592348,0.0001460012,0.0001159624,0.0001252342,0.0001083392,0.0001439392,0.0001368652,0.0001517763,0.0001373537,0.0001115576,0.0001181147,0.0000919001,0.0000608667,0.0000599821,0.0000094071,0.0000707970,0.0000704116,0.0000545645,0.0000786450,0.0001119200,0.0000814830,0.0000860341,0.0001451254,0.0001692410,0.0001265297,0.0001151612,0.0001452220,0.0001597051,0.0001772511,0.0002045971
484.9751757264,0.0001470992,0.0001158800,0.0001585458,0.0001764961,0.0001579804,0.0001560328,0.0001298615,0.0001623388,0.0001682420,0.0001498558,0.0001781796,0.0001614093,0.0001474677,0.0001248000,0.0001534701,0.0001118839,0.0001453870,0.0001069580,0.0001020779,0.0000994083,0.0001219231,0.0001043002,0.0001139877,0.0001164548,0.0000673565,0.0000827208,0.0000888648,0.0000559606,0.0000374015,0.0000899623,0.0000574481,0.0001057663,0.0000224064,-0.0000193393,0.0000390325,0.0000641032,-0.0000301484,-0.0000455235,-0.0000419490,-0.0000045349,-0.0000461898,-0.0000794861,-0.0000600597,-0.0000343850,0.0000104942,-0.0000562044,-0.0000203092,-0.0000009226,-0.0000408186,-0.0000612310,-0.0000253590,0.0000165745,-0.0000220583,-0.0000416639,0.0000152009,-0.0000342451,-0.0000268403,-0.0000947371,-0.0000313266,-0.0000551878,-0.0000854147,-0.0001000296,-0.0001519767,-0.0001136187,-0.0001679420,-0.0001376283,-0.0001269981,-0.0001310163,-0.0001480495,-0.0001790738,-0.0001601950,-0.0001698953,-0.0001695139,-0.0002147091,-0.0001924331,-0.0001814278,-0.0001823816,-0.0002096636,-0.0001740320,-0.0001259578,-0.0001326233,-0.0001617733,-0.0001924697,-0.0001663396,-0.0001802516,-0.0001749632,-0.0001955689,-0.0001377256,-0.0001619384,-0.0001566843,-0.0001615322,-0.0001436425,-0.0001762176,-0.0001515549,-0.0001764862,-0.0001624115,-0.0001400668,-0.0001583065,-0.0001343993,-0.0001108866,-0.0001265829,-0.0001480412,-0.0001074147,-0.0001230726,-0.0000898557,-0.0001292831,-0.0000920290,-0.0000901828,-0.0001470055,-0.0001781777,-0.0001333170,-0.0000967551,-0.0000875626,-0.0001312372,-0.0001825732,-0.0002058392,-0.0001534060,-0.0001696195,-0.0002089048,-0.0002160225,-0.0001527207,-0.0001588648,-0.0001408713,-0.0000885833,-0.0001061233,-0.0000914632,-0.0001090033,-0.0001652836
483.7919571679,0.0000358346,0.0000081659,0.0000254959,0.0000456378,0.0000309652,0.0000184484,0.0000372542,0.0000273925,-0.0000218552,-0.0000067786,0.0000233160,-0.0000197660,0.0000070471,0.0000201208,0.0000068165,-0.0000024136,0.0000111609,0.0000556381,-0.0000228429,-0.0000406215,0.0000260125,0.0000145576,-0.0000058720,-0.0000007990,0.0000073640,-0.0000008768,0.0000841646,0.0000904760,0.0000268132,0.0000706219,0.0000236800,0.0000062264,0.0000235132,0.0000114321,0.0000881904,0.0000273335,0.0000887659,0.0001052396,0.0000894921,0.0000317640,0.0000177677,0.0000362419,0.0000057177,-0.0000060671,-0.0000036247,0.0000019877,0.0000379812,0.0000736903,0.0000139022,0.0000137791,0.0000141505,0.0000454155,0.0000288372,0.0000668206,0.0000493863,0.0000559362,-0.0000091439,0.0000394795,0.0000426352,0.0000783208,0.0001040193,0.0000969832,0.0000563309,0.0000738863,0.0000565026,0.0000512485,0.0000934141,0.0000343618,0.0000449318,0.0000803891,0.0000912971,0.0000104651,0.0000331740,0.0000391800,0.0000750089,0.0000951267,0.0000914934,0.0000740560,0.0000144810,0.0000514346,0.0000465360,0.0000541911,0.0000404871,0.0000613560,0.0000305024,0.0000547133,0.0000839542,0.0000696041,0.0000515281,0.0000529347,0.0000424291,0.0000338958,0.0000705838,0.0000531294,0.0000553214,0.0000773628,0.0000795057,0.0000816697,0.0000844986,0.0001043106,0.0000507931,0.0000887361,0.0000590112,0.0000702246,0.0000102951,0.0000939715,0.0001287490,0.0000972274,0.0000391616,0.0000147861,-0.0000507324,-0.0000234688,-0.0000322613,0.0000256397,0.0000118925,-0.0000052684,0.0000456616,0.0000337660,0.0000472764,0.0000717121,0.0000140137,0.0000453233,0.0000855013,0.0000727580,0.0000114873,0.0000458949,0.0000816381,0.0000820901
482.6111402709,0.0000520980,0.0000425271,0.0000650250,0.0000527629,0.0000368859,0.0000107514,0.0000493592,0.0000313440,0.0000409262,0.0000581242,0.0000786758,0.0000881802,0.0000429847,0.0000377645,0.0000007626,0.0000117886,0.0000423673,0.0000565517,0.0000427936,0.0000223057,0.0000333166,0.0000814805,0.0000928260,0.0000651328,0.0001001528,0.0000671806,0.0000157786,0.0000224735,0.0000511550,0.0000393132,0.0000323124,0.0000483361,0.0000742779,0.0000666362,0.0000719394,0.0000839534,0.0000773792,0.0000557465,0.0000692995,0.0000603043,0.0000703245,0.0000808386,0.0000517647,0.0000438078,0.0000340410,0.0000453664,0.0000662302,0.0001234031,0.0000377840,0.0000476049,0.0000204284,0.0000454753,0.0000304069,0.0000583694,0.0000071611,0.0000410851,0.0000867146,0.0001009094,0.0000783174,0.0000165046,0.0000528451,0.0001202337,0.0001110424,0.0000841913,0.0000541235,0.0000526248,0.0001166712,0.0000824180,0.0000468772,0.0000756040,0.0000511683,0.0000783513,0.0000748245,0.0000269593,0.0000193656,0.0000832831,0.0000258338,0.0000574336,0.0000369067,0.0000944584,0.0000417077,0.0000423887,0.0000502320,0.0000371894,0.0000833728,0.0000945272,0.0000959916,0.0000665691,0.0000521610,0.0000616926,0.0000641947,0.0000574418,0.0001057385,0.0000767861,0.0000800983,0.0001089717,0.0001072907,0.0000916371,0.0001028572,0.0001188431,0.0001241445,0.0001309492,0.0001076226,0.0000739307,0.0000841739,0.0001371662,0.0000889659,0.0000873124,0.0000819559,0.0000866835,0.0000696851,0.0000157138,0.0000245725,0.0000390798,0.0000282254,0.0000704690,0.0000523767,0.0000410374,0.0000760379,0.0000671366,0.0000594213,0.0000547316,0.0000718011,0.0000628485,0.0000606828,0.0000432653,0.0000948058,0.0000963790
481.4325916098,0.0001355818,0.0001226787,0.0001351243,0.0000967333,0.0000986422,0.0001397829,0.0001322707,0.0000794956,0.0001042909,0.0001798553,0.0001060347,0.0000972636,0.0001204578,0.0001129255,0.0000814548,0.0000718275,0.0001057184,0.0000910078,0.0000639141,0.0000773020,0.0000781032,0.0001093386,0.0000620230,0.0000670908,0.0000838435,0.0001205247,0.0000773918,0.0000638500,0.0000857990,0.0000476205,0.0000843753,0.0000846249,0.0000300547,0.0000062068,0.0000410230,0.0000453395,0.0000072937,-0.0000074551,0.0000058755,-0.0000186606,0.0000299359,0.0000481620,0.0000059561,-0.0000131703,0.0000037705,0.0000234153,0.0000546969,0.0000379261,0.0000067896,-0.0000483157,-0.0000257546,0.0000091991,-0.0000189875,0.0000256856,0.0000096016,-0.0000062314,-0.0000227202,-0.0000500437,-0.0000218925,-0.0000332368,-0.0000612927,0.0000004988,-0.0000292126,-0.0000448867,-0.0000079077,-0.0000410877,-0.0000017353,-0.0000360474,-0.0000269143,-0.0000778219,-0.0000366114,-0.0000852489,-0.0000403599,-0.0000886485,-0.0001015395,-0.0001237237,-0.0000785609,-0.0000967119,-0.0000655813,-0.0000836580,-0.0000408669,-0.0000612517,-0.0000607328,-0.0000753709,-0.0000528899,-0.0000741029,-0.0001079347,-0.0000816549,-0.0000648766,-0.0000822902,-0.0000282834,-0.0000228872,-0.0000263629,0.0000090453,-0.0000433980,-0.0000728442,-0.0000382299,-0.0000322328,-0.0000199444,0.0000110638,-0.0000047626,-0.0000182741,0.0000722195,0.0000054206,-0.0000425159,-0.0000341849,-0.0000317304,-0.0000703349,-0.0000466865,-0.0000527316,-0.0000491264,-0.0000580240,-0.0000097538,-0.0000572640,-0.0000673198,-0.0000374126,-0.0000733739,-0.0000886901,-0.0000343624,-0.0000487095,-0.0000315997,-0.0000199519,-0.0000152132,-0.0000136591,0.0000052971,-0.0000273436,-0.0000003933,-0.0000190074
